timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-12-12T15:18:09,codecarbon,3c7c10be-ef5a-4680-9ebb-17ecfb398c24,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.0713548999920022,7.363590564249838e-07,6.873157124968401e-07,0.5,0.0,10.0,1.48598597220876e-07,0.0,2.95069916666964e-06,3.099297763890516e-06,0.0,United Kingdom,GBR,england,,,Windows-11-10.0.26200-SP0,3.12.10,3.2.0,12,Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz,,,-1.55,53.35,31.888324737548828,process,N,1.0,0.0
